title,platform,score,genre,editors_choice,release_year
WCW/NWO Revenge,Nintendo 64,8,Wrestling,N,1998
Rival Schools: United by Fate,PlayStation,8,Fighting,N,1998
Space Station Silicon Valley,Nintendo 64,9.5,Platformer,Y,1998
Cardinal Syn,PlayStation,5.5,Fighting,N,1998
NHL '99,Nintendo 64,8.8,Sports,N,1998
Need for Speed III: Hot Pursuit,PC,7.3,Racing,N,1998
Brunswick Circuit Pro Bowling,PC,6.8,Sports,N,1998
Redline Racer,PC,7,Racing,N,1998
Ninja: Shadow of Darkness,PlayStation,6.5,Action,N,1998
Caesar III,PC,8.7,Strategy,Y,1998
Cruis'n World,Nintendo 64,6.5,Racing,N,1998
Running Wild,PlayStation,6.1,Racing,N,1998
Test Drive 5,PlayStation,7.5,Racing,N,1998
Bottom of the 9th '99,PlayStation,5,Sports,N,1998
Warlords III: Darklords Rising,PC,8,Strategy,N,1998
Commandos: Behind Enemy Lines,PC,8.2,Strategy,N,1998
Leisure Suit Larry's Casino,PC,6.2,Casino,N,1998
Castrol Honda Superbike World Champions,PC,7.5,Racing,N,1998
WWF Warzone,Nintendo 64,8.5,Wrestling,N,1998
Pro Pilot 99,PC,5.8,Simulation,N,1998
Body Harvest,Nintendo 64,8.4,Action,N,1998
Madden NFL '99,PC,8.5,Sports,N,1998
MediEvil,PlayStation,7.8,Action,N,1998
Lemmings and Oh No! More Lemmings,PlayStation,7,Puzzle,N,1998
Axis & Allies [1998],PC,8.2,Strategy,N,1998
The Game of Life [1998],PC,7.2,Puzzle,N,1998
Rogue Trip: Vacation 2012,PlayStation,7.9,Action,N,1998
S.C.A.R.S.,PlayStation,6.5,Racing,N,1998
Bomberman World,PlayStation,7.8,Action,N,1998
NFL Blitz [1998],PC,8.5,"Sports, Action",N,1998
Dragon Seeds,PlayStation,6.9,RPG,N,1998
Jane's IAF -- Israeli Air Force,PC,7,"Flight, Simulation",N,1998
Brunswick Circuit Pro Bowling,PlayStation,9,Sports,N,1998
iF/A-18 Carrier Strike Fighter,PC,6.8,Simulation,N,1998
The Fifth Element,PlayStation,5,Action,N,1998
Get Medieval,PC,6.1,Action,N,1998
Sensible Soccer '98,PC,4.3,Sports,N,1998
Wild 9,PlayStation,8.5,Action,N,1998
TOCA Championship Racing,PC,8.2,Racing,N,1998
NHL FaceOff '99,PlayStation,8.8,Sports,N,1998
NASCAR 99,PlayStation,7.1,Racing,N,1998
Pool Hustler,PlayStation,6.7,Sports,N,1998
Spearhead,PC,7,Simulation,N,1998
Activision Classics,PlayStation,2,Action,N,1998
Heart of Darkness,PC,5.8,Platformer,N,1998
NHL '99,PlayStation,8.9,Sports,N,1998
Starship Titanic,PC,4.9,Adventure,N,1998
Tiger Woods '99,PC,7.8,Sports,N,1998
X-COM: Interceptor,PC,7,Action,N,1998
Super B-Daman Battle Phoenix 64,Nintendo 64,4,Action,N,1998
Pokemon Stadium [Japanese Version],Nintendo 64,5,Battle,N,1998
Waialae Country Club: True Golf Classics,Nintendo 64,5.8,Sports,N,1998
NCAA Football '99,PlayStation,7.8,Sports,N,1998
NFL GameDay 99,PlayStation,9.3,Sports,N,1998
WWF Warzone,PlayStation,8,Wrestling,N,1998
Devil Dice,PlayStation,9,Puzzle,Y,1998
Trap Gunner,PlayStation,8.9,Action,N,1998
Deep Sea Trophy Fishing,PC,1.8,Hunting,N,1998
Unholy War,PlayStation,8,Strategy,N,1998
Madden NFL '99,Nintendo 64,8.5,Sports,N,1998
Industry Giant [1998],PC,5,Strategy,N,1998
Madden NFL '99,PlayStation,8.5,Sports,N,1998
Turbo Prop Racing,PlayStation,8,Racing,N,1998
Tomba!,PlayStation,8.7,Platformer,Y,1998
Elemental Gearbolt,PlayStation,8.3,Action,Y,1998
Azure Dreams,PlayStation,7,RPG,N,1998
Spice World,PlayStation,2,Action,N,1998
Gex: Enter the Gecko,PlayStation,8,Platformer,N,1998
Need for Speed III: Hot Pursuit,PlayStation,8,Racing,Y,1998
Moto Racer 2,PlayStation,8.7,Racing,Y,1998
Circuit Breakers [1998],PlayStation,8,Racing,N,1998
Tenchu: Stealth Assassins,PlayStation,9,Action,Y,1998
G Darius,PlayStation,8,Shooter,N,1998
Bomberman Hero,Nintendo 64,6,Platformer,N,1998
Einhander,PlayStation,9,Shooter,Y,1998
Gran Turismo [1998],PlayStation,9.5,Racing,Y,1998
Tekken 3,PlayStation,9.3,Fighting,Y,1998
Vangers,PC,6.7,Action,N,1998
Mortal Kombat 4,PC,8,Fighting,N,1998
Twisted Edge Extreme Snowboading,Nintendo 64,6.8,Sports,N,1998
Fallout 2,PC,8.9,RPG,Y,1998
Asteroids,PlayStation,6,Action,N,1998
Twisted Metal 3,PlayStation,4,Action,N,1998
Rush 2: Extreme Racing USA,Nintendo 64,8.9,Racing,N,1998
Small Soldiers,PlayStation,7.2,Adventure,N,1998
Knife Edge: Nose Gunner,Nintendo 64,4.6,Shooter,N,1998
X Games Pro Boarder,PlayStation,7,Action,N,1998
Brave Fencer Musashi,PlayStation,8.5,Adventure,N,1998
Guilty Gear,PlayStation,8,Fighting,N,1998
NFL Quarterback Club '99,Nintendo 64,8.4,Sports,N,1998
NBA Live '99,PC,8.6,Sports,N,1998
Dual Heroes,Nintendo 64,2.8,Fighting,N,1998
Glover,Nintendo 64,8.3,Platformer,N,1998
NBA Live '99,PlayStation,9,Sports,N,1998
Delta Force,PC,8.7,Shooter,Y,1998
Shogo: Mobile Armor Division,PC,9,Action,Y,1998
NBA Live '99,Nintendo 64,8,Sports,N,1998
Colony Wars: Vengeance,PlayStation,9.5,Action,Y,1998
VR Baseball 2000,PC,6,Sports,N,1998
Rage of Mages,PC,4.6,RPG,N,1998
International Superstar Soccer '98,Nintendo 64,9.1,Sports,Y,1998
Crash Bandicoot: Warped,PlayStation,9.1,Platformer,Y,1998
WipEout 64,Nintendo 64,9.1,Racing,N,1998
Lucky Luke,PlayStation,4,Action,N,1998
Glover,PC,8,Puzzle,N,1998
Thief: The Dark Project,PC,8.9,Action,Y,1998
FIFA '99,PlayStation,9,Sports,N,1998
Turok 2: Seeds of Evil,Nintendo 64,9,Shooter,N,1998
Tomb Raider III: Adventures of Lara Croft,PC,7.7,Action,N,1998
Kensei: Sacred Fist,PlayStation,5.5,Fighting,N,1998
The Elder Scrolls Adventures: Redguard,PC,7,Adventure,N,1998
Space Bunnies Must Die,PC,6.5,Action,N,1998
Star Wars: Rogue Squadron,Nintendo 64,8.8,"Flight, Action",Y,1998
Roll Away,PlayStation,8.9,"Puzzle, Action",N,1998
Jeopardy! [1998],PlayStation,8,Puzzle,N,1998
O.D.T.: Escape... ...Or Die Trying,PlayStation,5.5,Action,N,1998
Streak: Hoverboard Racing,PlayStation,4.5,Racing,N,1998
NHL Breakaway '99,Nintendo 64,6,Sports,N,1998
Milo's Astro Lanes,Nintendo 64,6.1,Action,N,1998
FOX Sports College Hoops '99,Nintendo 64,4.8,Sports,N,1998
Star Wars: Rogue Squadron 3D,PC,8.3,"Flight, Action",N,1998
S.C.A.R.S,Nintendo 64,7.9,Racing,N,1998
Knockout Kings,PlayStation,7.3,Sports,N,1998
Motorhead,PlayStation,5,Racing,N,1998
No One Can Stop Mr. Domino,PlayStation,7.8,Puzzle,N,1998
Rugrats: The Search for Reptar,PlayStation,6.5,Platformer,N,1998
Top Gear Overdrive,Nintendo 64,8,Racing,N,1998
Test Drive 5,PC,7.8,Racing,N,1998
Wheel of Fortune,PC,6.9,Trivia,N,1998
Buck Bumble,Nintendo 64,7.2,Action,N,1998
Oddworld: Abe's Exoddus,PlayStation,7.8,Adventure,N,1998
FIFA '99,PC,8.7,Sports,Y,1998
Nightmare Creatures,Nintendo 64,7.4,Action,N,1998
Half-Life,PC,9.5,Shooter,Y,1998
Heretic II,PC,7.9,Action,N,1998
SiN,PC,7,Shooter,N,1998
Bust A Groove,PlayStation,9,"Music, Action",Y,1998
The Legend of Zelda: Ocarina of Time,Nintendo 64,10,"Action, Adventure",Y,1998
Darkstalkers 3,PlayStation,8,Fighting,N,1998
Street Fighter Collection 2,PlayStation,8.4,"Fighting, Compilation",Y,1998
Tiger Woods '99,PlayStation,7.1,Sports,N,1998
Kartia,PlayStation,8,RPG,N,1998
Asteroids,PC,6.8,Action,N,1998
Jeopardy 1998,PC,7.4,Trivia,N,1998
Tomb Raider III: Adventures of Lara Croft,PlayStation,8,Adventure,N,1998
Assault: Retribution,PlayStation,5.5,Action,N,1998
Apocalypse,PlayStation,7,Action,N,1998
A Bug's Life,PlayStation,4,Platformer,N,1998
Blood II: The Chosen,PC,6.2,Action,N,1998
Extreme-G 2,Nintendo 64,6.9,Racing,N,1998
Centipede [1999],PC,7.6,Action,N,1998
Psybadek,PlayStation,4,Adventure,N,1998
Vigilance,PC,5.8,Action,N,1998
Thunder Force V: Perfect System,PlayStation,8.5,Action,N,1998
Star Soldier: Vanishing Earth,Nintendo 64,5,Action,N,1999
Sid Meier's Civilization II,PlayStation,8.8,Strategy,N,1999
Fatal Abyss,PC,5.3,Action,N,1999
Akuji The Heartless,PlayStation,8,Action,N,1999
ruthless.com,PC,5.2,Strategy,N,1999
FunPack 3D,PC,3.7,Puzzle,N,1999
Microsoft Pinball Arcade,PC,5.2,Pinball,N,1999
WCW Nitro,Nintendo 64,4.7,Wrestling,N,1999
Mario Party,Nintendo 64,7.9,Party,N,1999
Tom Clancy's Rainbow Six Mission Pack: Eagle Watch,PC,8.6,Action,N,1999
Destrega,PlayStation,5.5,Fighting,N,1999
TOCA Championship Racing,PlayStation,8,Racing,N,1999
Sierra Sports: Skiing 1999 Edition,PC,2.5,Sports,N,1999
Close Combat III: The Russian Front,PC,9,Strategy,Y,1999
Baldur's Gate,PC,9.4,RPG,Y,1999
Moto Racer 2,PC,8.6,Racing,Y,1999
BattleTanx,Nintendo 64,8,Action,N,1999
Starsiege: Tribes,PC,9.3,Shooter,Y,1999
Invasion From Beyond,PlayStation,6.5,Action,N,1999
Magical Tetris Challenge,Nintendo 64,7.8,"Puzzle, Adventure",N,1999
ESPN X Games Pro Boarder,PC,7.8,Sports,N,1999
Penny Racers,Nintendo 64,6,Racing,N,1999
Flying Dragon,Nintendo 64,5,Fighting,N,1999
Irritating Stick,PlayStation,5.5,Action,N,1999
The Settlers III,PC,6.9,Strategy,N,1999
The Game of Life [1998],PlayStation,4.8,Action,N,1999
Speed Busters: American Highways,PC,7.8,Racing,N,1999
Montezuma's Return,PC,5,Platformer,N,1999
Snowmobile Racing,PC,5.1,Racing,N,1999
NCAA March Madness '99,PlayStation,7.4,Sports,N,1999
Populous: The Beginning,PC,8.6,Strategy,N,1999
Test Drive Off-Road 2,PC,4.5,Racing,N,1999
NCAA Final Four 99,PlayStation,7.9,Sports,N,1999
WCW/NWO Thunder,PlayStation,6.6,Wrestling,N,1999
Contender,PlayStation,3,Sports,N,1999
Dark Vengeance,PC,6.8,Action,N,1999
S.C.A.R.S.,PC,7,Racing,N,1999
Animaniacs Ten Pin Alley,PlayStation,7.1,Sports,N,1999
South Park,Nintendo 64,6.2,Action,N,1999
Virtual Pool 64,Nintendo 64,8,Sports,N,1999
West Front,PC,7,Strategy,N,1999
Pro-Pinball: Big Race USA,PC,7.4,Pinball,N,1999
Beavis and Butt-Head: Bunghole in One,PC,4.4,Sports,N,1999
Oddworld: Abe's Exoddus,PC,8.5,Platformer,Y,1999
Return to Krondor,PC,7.4,RPG,N,1999
Castlevania [1999],Nintendo 64,8.2,"Action, Adventure",N,1999
Global Domination,PC,3.6,Strategy,N,1998
Carnivores,PC,7.3,Action,N,1998
Jane's WWII Fighters,PC,8,Simulation,N,1998
European Air War,PC,8.2,Simulation,N,1998
Combat Flight Simulator: WWII Europe Series,PC,6.9,Simulation,N,1998
Powerslide,PC,8.5,Racing,Y,1998
Quest for Glory V: Dragon Fire,PC,6.6,RPG,N,1998
Gangsters: Organized Crime,PC,8.5,Strategy,N,1998
DethKarz,PC,6.8,Racing,N,1998
King's Quest VIII: Mask of Eternity,PC,7.8,Adventure,N,1999
FIFA '99,Nintendo 64,9,Sports,N,1999
Wargasm,PC,7.8,Action,N,1999
3-D Ultra NASCAR Pinball,PC,3,Pinball,N,1999
Extreme Tennis,PC,2.3,Sports,N,1999
Wetrix,PC,7.8,Puzzle,N,1999
Nectaris: Military Madness [1999],PlayStation,8.5,Strategy,N,1999
Jeff Wayne's The War of the Worlds,PC,5.8,Strategy,N,1999
Microsoft Golf 1999 Edition,PC,7.4,Sports,N,1999
Blackstone Chronicles,PC,7,Adventure,N,1999
Bust-A-Move 4,PlayStation,7.5,Puzzle,N,1998
Uprising-X,PlayStation,8,Action,N,1998
NBA Jam 99,Nintendo 64,7.9,"Sports, Action",N,1998
"Warhammer 40,000: Chaos Gate",PC,7,Strategy,N,1998
Master of Monsters: Disciples of Gaia,PlayStation,4,Strategy,N,1998
Wheel of Fortune [1998],PlayStation,8,Puzzle,N,1998
F1 Formula 1 '98,PlayStation,7.3,Action,N,1998
Future Cop: L.A.P.D.,PC,7.8,Action,N,1998
Golden Nugget 64,Nintendo 64,7.8,Simulation,N,1998
Plane Crazy,PC,8.5,Racing,N,1998
WCW Nitro,PC,4.8,Wrestling,N,1999
South Park,PC,4.5,Action,N,1999
CyberStrike 2,PC,6.9,Simulation,N,1999
Barrage,PC,3.7,Action,N,1999
Rush Down,PlayStation,1.5,Sports,N,1999
Brigandine: The Legend of Forsena,PlayStation,3,Strategy,N,1999
Snowboard Kids 2,Nintendo 64,6,Sports,N,1999
Guardian's Crusade,PlayStation,8.5,RPG,N,1999
Turok 2: Seeds of Evil,PC,7,Shooter,N,1999
Eliminator,PlayStation,4,Action,N,1999
R-Types,PlayStation,6,Shooter,N,1999
Thunder Brigade,PC,6.2,Action,N,1999
Marvel Super Heroes vs. Street Fighter,PlayStation,7.5,Fighting,N,1999
Myth II: Soulblighter,PC,8.9,Strategy,Y,1999
Street Sk8er,PlayStation,7,Sports,N,1999
Silent Hill,PlayStation,9,Adventure,Y,1999
Blast Radius,PlayStation,6,Action,N,1999
Tetris 64,Nintendo 64,8.4,Puzzle,N,1999
SimCity 3000,PC,9,Simulation,Y,1999
Fisherman's Bait,PlayStation,3.5,Hunting,N,1999
Syphon Filter,PlayStation,9.5,Action,Y,1999
Top Gun: Hornet's Nest,PC,5.1,Simulation,N,1999
Tales of Destiny,PlayStation,7.5,RPG,N,1999
Sid Meier's Alpha Centauri,PC,9.5,Strategy,Y,1999
Luftwaffe Commander,PC,5.2,Simulation,N,1999
Notepad,PC,1.5,Productivity,N,1999
Lode Runner 3D,Nintendo 64,7,Puzzle,N,1999
Star Wars: X-Wing Alliance,PC,8.2,Action,N,1999
Big Air,PlayStation,6.5,Sports,N,1999
Interplay Sports Baseball 2000,PlayStation,8.4,Sports,N,1999
Heroes of Might and Magic III: The Restoration of Erathia,PC,9,Strategy,Y,1999
Gex 3: Deep Cover Gecko,PlayStation,8.1,Action,N,1999
Redline,PC,7.1,Action,N,1999
EverQuest,PC,8.4,RPG,Y,1999
Micro Machines 64 Turbo,Nintendo 64,8.6,Racing,N,1999
Rollcage,PlayStation,9,Racing,N,1999
Beetle Adventure Racing,Nintendo 64,9.1,Racing,Y,1999
Need for Speed: High Stakes,PlayStation,8.8,Racing,Y,1999
Triple Play 2000,PlayStation,9.2,Sports,N,1999
Triple Play 2000,Nintendo 64,5.4,Sports,N,1999
Freestyle Boardin' '99,PlayStation,1,Sports,N,1999
Army Men 3D,PlayStation,7,Action,N,1999
Resident Evil 2 (Platinum Edition),PC,6.8,"Action, Adventure",N,1999
California Speed,Nintendo 64,4.2,Racing,N,1999
Vigilante 8,Nintendo 64,8.2,Action,N,1999
North vs. South: The Great American Civil War,PC,7,Strategy,N,1999
NASCAR Revolution,PC,4.5,Racing,N,1999
Legend of Legaia,PlayStation,7,RPG,N,1999
Fighter Pilot: Ready - Aim - Fire,PC,5,Simulation,N,1999
Beavis and Butt-Head DO U,PC,5.6,Adventure,N,1999
NBA In the Zone '99,Nintendo 64,5.6,Sports,N,1999
Warzone 2100,PC,8,Strategy,N,1999
Triple Play 2000,PC,7,Sports,N,1999
Machines,PC,7.2,Strategy,N,1999
Falcon 4.0,PC,8.4,Simulation,Y,1999
Rollcage,PC,5.2,Racing,N,1999
NHL Blades of Steel '99,Nintendo 64,5.1,Sports,N,1999
All-Star Baseball 2000,Nintendo 64,9,Sports,N,1999
High Heat Baseball 2000,PC,9,Sports,Y,1999
Charlie Blast's Territory,Nintendo 64,6.9,Puzzle,N,1999
Imperialism II: The Age of Exploration,PC,8.4,Strategy,N,1999
Bust-A-Move 99,PlayStation,7,Puzzle,N,1999
Carmageddon 2: Carpocalypse Now,PC,7,Racing,N,1999
Pro 18: World Tour Golf,PlayStation,3,Sports,N,1999
Sports Car GT,PlayStation,4,Racing,N,1999
Fighter Squadron: Screamin' Demons Over Europe,PC,7.2,Simulation,N,1999
Starsiege,PC,7.7,Simulation,N,1999
MLB 2000,PlayStation,8.9,Sports,N,1999
Bust-A-Move '99,Nintendo 64,8.2,Puzzle,N,1999
Rampage 2: Universal Tour,Nintendo 64,5.3,Action,N,1999
Rampage 2: Universal Tour,PlayStation,5.2,Action,N,1999
Army Men II,PC,4.4,Action,N,1999
T'ai Fu: Wrath of the Tiger,PlayStation,7.5,Action,N,1999
Recoil,PC,8.3,Action,N,1999
RollerCoaster Tycoon,PC,8.5,Simulation,Y,1999
Motorhead [1998],PC,6,Racing,N,1999
Grand Theft Auto: London 1969,PlayStation,7.5,Action,N,1999
Interplay Sports Baseball 2000,PC,5,Sports,N,1999
Street Fighter Alpha 3,PlayStation,9.3,Fighting,Y,1999
Ken Griffey Jr.'s Slugfest,Nintendo 64,7.9,Sports,N,1999
Point Blank 2,PlayStation,8.5,Shooter,Y,1999
Tank Racer,PC,5.2,Racing,N,1999
Ehrgeiz: God Bless the Ring,PlayStation,7.5,Fighting,N,1999
R4: Ridge Racer Type 4,PlayStation,9.4,Racing,Y,1999
Extreme Rodeo,PC,2,Sports,N,1999
Extreme Bullrider,PC,1.5,Sports,N,1999
Pokemon Stadium 2 [Japanese Version],Nintendo 64,8.1,Battle,N,1999
Apache Havoc: Enemy Engaged,PC,7.1,Simulation,N,1999
Microsoft Baseball 2000,PC,7,Sports,N,1999
NBA In the Zone '99,PlayStation,8.3,Sports,N,1999
Hello Kitty's Cube Frenzy,PlayStation,6.5,Puzzle,N,1999
Chameleon Twist 2,Nintendo 64,6.1,Platformer,N,1999
Super Smash Bros.,Nintendo 64,8.5,Fighting,Y,1999
Requiem: Avenging Angel,PC,6.7,Action,N,1999
Commandos: Beyond the Call of Duty,PC,7.9,Strategy,N,1999
3 Xtreme,PlayStation,3,Sports,N,1999
Bottom of the 9th,Nintendo 64,6.2,Sports,N,1999
Civilization: Call to Power,PC,4.8,Strategy,N,1999
Reah,PC,5,"Puzzle, Adventure",N,1999
Dead in the Water,PlayStation,6.5,Action,N,1999
Pac-Land,Lynx,7,Platformer,N,1999
MechWarrior 3,PC,9.1,Simulation,Y,1999
Star Trek: The Next Generation: Birth of the Federation,PC,5.5,Strategy,N,1999
Bloody Roar II: The New Breed,PlayStation,8.8,Fighting,Y,1999
Sports Car GT,PC,7.3,Racing,N,1999
Grand Theft Auto: London 1969,PC,7.8,Action,N,1999
Quake II,Nintendo 64,8.2,Shooter,N,1999
Bugs Bunny: Lost in Time,PlayStation,7.8,Action,N,1999
Fighting Force 64,Nintendo 64,6.4,Action,N,1999
Austin Powers Operation: Trivia,PC,8,Puzzle,N,1999
Superman [1999],Nintendo 64,3.4,Action,N,1999
A Bug's Life,Nintendo 64,6.8,Platformer,N,1999
Castrol Honda Superbike Racing,PlayStation,4,Racing,N,1999
Centipede [1999],PlayStation,5.5,Shooter,N,1999
Star Wars: Episode I: The Phantom Menace,PC,6.2,Adventure,N,1999
Star Wars: Episode I: Racer,PC,8,Racing,N,1999
Alexi Lalas International Soccer,PlayStation,5.5,Sports,N,1999
Awesome Golf,Lynx,9,Sports,N,1999
Baseball Heroes,Lynx,8,Sports,N,1999
Basketbrawl,Lynx,4,"Sports, Action",N,1999
Warzone 2100,PlayStation,7.5,Strategy,N,1999
Batman Returns,Lynx,8,Platformer,N,1999
A.P.B.,Lynx,8.5,Action,N,1999
Command & Conquer (1999),Nintendo 64,7.6,Strategy,N,1999
Heavy Gear II,PC,8.4,Simulation,N,1999
The Next Tetris,PlayStation,8.8,Puzzle,Y,1999
Extreme Watersports,PC,1,Sports,N,1999
Magic & Mayhem,PC,7.3,Strategy,N,1999
Apollo 18: The Moon Missions,PC,4.2,Simulation,N,1999
High Heat Baseball 2000,PlayStation,4.5,Sports,N,1999
Star Wars: Episode I: Racer,Nintendo 64,7.2,Racing,N,1999
Yoot Tower,PC,7.8,Strategy,N,1999
Need for Speed: High Stakes,PC,7.5,Racing,N,1999
Unreal Mission Pack: Return to Na Pali,PC,8,Action,N,1999
Golf,Game Boy,9,Sports,N,1999
Vegas Stakes,Game Boy,7,Simulation,N,1999
Ape Escape,PlayStation,9.5,Platformer,Y,1999
Pokemon Blue Version,Game Boy,10,RPG,Y,1999
Harvest Moon,Game Boy,8,Simulation,N,1999
Pokemon Red Version,Game Boy,10,RPG,Y,1999
James Bond 007 [1998],Game Boy,7,Action,N,1999
F-16 Aggressor,PC,7.3,Simulation,N,1999
Gruntz,PC,6,Puzzle,N,1999
Boss Rally,PC,7.3,Racing,N,1999
Motorhead [1998],PC,6,Racing,N,1999
Might and Magic VII: For Blood and Honor,PC,7.7,RPG,N,1999
Championship Pool,Game Boy,4,Sports,N,1999
Fighter Maker,PlayStation,8,Fighting,N,1999
Star Ocean: The Second Story,PlayStation,8.8,"Action, RPG",N,1999
Jeff Gordon XS Racing,PC,7,Racing,N,1999
F-1 Race,Game Boy,7,Racing,N,1999
Boggle Plus,Game Boy,6,Puzzle,N,1999
Bomberman GB (Japan),Game Boy,8,Action,N,1999
Ultimate 8 Ball,PlayStation,8,Sports,N,1999
Klax,Game Boy Color,8,Puzzle,N,1999
Dracula the Undead,Lynx,7,Adventure,N,1999
Hydra,Lynx,8,Action,N,1999
Hard Drivin',Lynx,6,Racing,N,1999
Xybots,Lynx,8,Action,N,1999
Steel Talons,Lynx,9,"Flight, Action",N,1999
Turbo Sub,Lynx,7,Action,N,1999
World Driver Championship,Nintendo 64,8.8,Racing,Y,1999
Pitfall: Beyond the Jungle,Game Boy Color,3,Platformer,N,1999
Mole Mania,Game Boy,8,Puzzle,N,1999
Game & Watch Gallery,Game Boy,8,Compilation,N,1999
Fleet Command,PC,6.8,Strategy,N,1999
Monkey Hero,PlayStation,3,Action,N,1999
Kirby's Pinball Land,Game Boy,8,Pinball,N,1999
Descent 3,PC,9,Shooter,Y,1999
Total Annihilation: Kingdoms,PC,6.9,Strategy,N,1999
California Games,Lynx,6,Sports,N,1999
Bubble Trouble,Lynx,7,Action,N,1999
Gauntlet: The Third Encounter,Lynx,5.5,Action,N,1999
Fidelity Ultimate Chess Challenge,Lynx,7,Board,N,1999
BattleWheels,Lynx,9,Action,N,1999
Blockout,Lynx,8,Strategy,N,1999
Metroid II: Return of Samus,Game Boy,9,"Action, Adventure",N,1999
The Smurfs' Nightmare,Game Boy Color,8,Platformer,N,1999
Lunar: Silver Star Story Complete (Four Disc Collector's Edition),PlayStation,7.5,RPG,N,1999
Legend of the River King,Game Boy,7,RPG,N,1999
Midtown Madness,PC,8.4,Racing,Y,1999
Top Gear Rally,Game Boy Color,7,Racing,N,1999
Aliens vs. Predator [1999],PC,8,Shooter,N,1999
Extreme Boards & Blades,PC,1.5,Sports,N,1999
Shadowgate 64: Trials of the Four Towers,Nintendo 64,6.2,Adventure,N,1999
Rampage,Lynx,9,Action,N,1999
Robotron: 2084,Lynx,8,Action,N,1999
Klax,Lynx,9,Puzzle,N,1999
Super Asteroids & Missile Command,Lynx,5,Action,N,1999
Dirty Larry: Renegade Cop,Lynx,5,Action,N,1999
Hockey,Lynx,7,Sports,N,1999
Warbirds,Lynx,9,Strategy,N,1999
Todd's Adventures in Slime World,Lynx,7,Action,N,1999
Toki,Lynx,7,Platformer,N,1999
Monaco Grand Prix Racing Simulation 2,PC,7.2,Racing,N,1999
Turok 2: Seeds of Evil,Game Boy Color,5,Action,N,1999
Shadow Madness,PlayStation,7,RPG,N,1999
Desert Strike,Lynx,8,Action,N,1999
Crystal Mines II,Lynx,7,Puzzle,N,1999
Worms Armageddon,PC,8.6,Strategy,Y,1999
Gordo 106,Lynx,5,Platformer,N,1999
Electrocop,Lynx,7,Action,N,1999
European Soccer Challenge,Lynx,8,Sports,N,1999
Hyperdrome,Lynx,6,Sports,N,1999
Joust,Lynx,10,Action,N,1999
Dinolympics,Lynx,7,Puzzle,N,1999
Chip's Challenge,Lynx,8,Puzzle,N,1999
Ninja Gaiden,Lynx,7,Action,N,1999
Power Factor,Lynx,7,Action,N,1999
Rampart,Lynx,8,Strategy,N,1999
S.T.U.N. Runner,Lynx,9,Racing,N,1999
Robo-Squash,Lynx,7,Sports,N,1999
Shadow of the Beast [1989],Lynx,7,"Action, Platformer",N,1999
Shanghai,Lynx,10,Puzzle,N,1999
Zarlor Mercenary,Lynx,9,Shooter,N,1999
Starshot: Space Circus Fever,Nintendo 64,5.2,Action,N,1999
Ishido: The Way of the Stones,Lynx,8,Strategy,N,1999
Krazy Ace Miniature Golf,Lynx,6,Sports,N,1999
Bill & Ted's Excellent Adventure,Lynx,8,Action,N,1999
S.I.M.I.S.,Lynx,9,Action,N,1999
Super Off Road,Lynx,5,Racing,N,1999
T-Tris,Lynx,4,Puzzle,N,1999
Ninja Gaiden III: The Ancient Ship of Doom,Lynx,8,Action,N,1999
Kingpin: Life of Crime,PC,8.3,Action,N,1999
Monaco Grand Prix,PlayStation,8.2,Racing,N,1999
Switchblade 2,Lynx,5,Platformer,N,1999
Kung Food,Lynx,6,Fighting,N,1999
Lemmings,Lynx,9,Puzzle,N,1999
Fat Bobby,Lynx,6,Platformer,N,1999
Double Dragon,Lynx,5,Fighting,N,1999
Tarzan,PlayStation,7.7,Action,N,1999
Jimmy Connors Tennis,Lynx,8,Sports,N,1999
Dracula the Undead,Lynx,7,Adventure,N,1999
Hard Drivin',Lynx,6,Racing,N,1999
Paperboy,Lynx,7,Action,N,1999
Pit-Fighter,Lynx,5,Fighting,N,1999
Viking Child,Lynx,7,Action,N,1999
Rugrats: Scavenger Hunt,Nintendo 64,3.7,Platformer,N,1999
Malibu Bikini Volleyball,Lynx,7,Sports,N,1999
NFL Football,Lynx,4,Sports,N,1999
Qix,Lynx,7,"Puzzle, Action",N,1999
Ms. Pac-Man,Lynx,8,Action,N,1999
Scrapyard Dog,Lynx,8,Platformer,N,1999
Neo Cherry Master Color,NeoGeo Pocket Color,4,Casino,N,1999
Rugrats: The Movie,Game Boy Color,5,Platformer,N,1999
PGA Championship Golf 1999 Edition,PC,7.6,Sports,N,1999
Resident Evil 2 [1998],Game.Com,3,"Action, Adventure",N,1999
Fatal Fury: First Contact,NeoGeo Pocket Color,7,Fighting,N,1999
Neo Dragon's Wild,NeoGeo Pocket Color,4,Simulation,N,1999
Steel Talons,Lynx,9,"Flight, Action",N,1999
Xenophobe,Lynx,8,Action,N,1999
World Class Soccer,Lynx,5,Sports,N,1999
Raiden,Lynx,7,Shooter,N,1999
RoadBlasters,Lynx,9,Action,N,1999
Rygar,Lynx,7,Action,N,1999
Tournament Cyberball 2072,Lynx,6,"Sports, Action",N,1999
Pinball Jam,Lynx,8,Pinball,N,1999
Battlezone 2000,Lynx,8,Action,N,1999
Checkered Flag,Lynx,10,Racing,N,1999
Ultimate 8 Ball,PC,7.4,Sports,N,1999
Fighting Steel,PC,7,Strategy,N,1999
Links Extreme,PC,5.3,Sports,N,1999
